"MTU (UTC)","Generation - Solar [MW] Day Ahead/ BZN|DK1","Generation - Solar [MW] Intraday / BZN|DK1","Generation - Solar [MW] Current / BZN|DK1","Generation - Wind Offshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore [MW] Intraday / BZN|DK1","Generation - Wind Offshore [MW] Current / BZN|DK1","Generation - Wind Onshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore [MW] Intraday / BZN|DK1","Generation - Wind Onshore [MW] Current / BZN|DK1"
"31.07.2023 22:00 - 31.07.2023 23:00","0","N/A","0","208","N/A","193","246","N/A","148"
"31.07.2023 23:00 - 01.08.2023 00:00","0","N/A","0","252","N/A","257","311","N/A","197"
"01.08.2023 00:00 - 01.08.2023 01:00","0","N/A","0","240","N/A","203","339","N/A","240"
"01.08.2023 01:00 - 01.08.2023 02:00","0","N/A","0","227","N/A","110","381","N/A","284"
"01.08.2023 02:00 - 01.08.2023 03:00","0","N/A","0","183","N/A","75","418","N/A","284"
"01.08.2023 03:00 - 01.08.2023 04:00","3","N/A","2","172","N/A","80","443","N/A","285"
"01.08.2023 04:00 - 01.08.2023 05:00","30","N/A","30","240","N/A","114","443","N/A","226"
"01.08.2023 05:00 - 01.08.2023 06:00","81","N/A","110","265","N/A","133","425","N/A","184"
"01.08.2023 06:00 - 01.08.2023 07:00","146","163","163","409","136","132","395","152","152"
"01.08.2023 07:00 - 01.08.2023 08:00","229","233","200","393","170","95","429","164","168"
"01.08.2023 08:00 - 01.08.2023 09:00","308","297","355","330","170","138","433","184","145"
"01.08.2023 09:00 - 01.08.2023 10:00","406","384","543","243","101","90","416","201","137"
"01.08.2023 10:00 - 01.08.2023 11:00","475","441","693","177","125","50","393","214","201"
"01.08.2023 11:00 - 01.08.2023 12:00","546","497","709","171","116","62","388","225","268"
"01.08.2023 12:00 - 01.08.2023 13:00","558","520","689","159","202","52","390","227","346"
"01.08.2023 13:00 - 01.08.2023 14:00","539","472","661","124","142","36","387","244","329"
"01.08.2023 14:00 - 01.08.2023 15:00","505","427","651","174","65","67","363","260","309"
"01.08.2023 15:00 - 01.08.2023 16:00","438","406","525","269","73","83","335","260","294"
"01.08.2023 16:00 - 01.08.2023 17:00","320","306","414","314","214","235","340","259","252"
"01.08.2023 17:00 - 01.08.2023 18:00","192","184","264","364","328","294","348","269","260"
"01.08.2023 18:00 - 01.08.2023 19:00","65","64","82","416","323","313","344","269","323"
"01.08.2023 19:00 - 01.08.2023 20:00","5","5","5","449","284","340","336","267","343"
"01.08.2023 20:00 - 01.08.2023 21:00","0","0","0","422","313","219","323","242","354"
"01.08.2023 21:00 - 01.08.2023 22:00","0","0","0","314","335","186","291","209","286"
"01.08.2023 22:00 - 01.08.2023 23:00","0","N/A","0","332","N/A","78","196","N/A","165"
"01.08.2023 23:00 - 02.08.2023 00:00","0","N/A","0","288","N/A","112","182","N/A","120"
"02.08.2023 00:00 - 02.08.2023 01:00","0","N/A","0","280","N/A","114","215","N/A","123"
"02.08.2023 01:00 - 02.08.2023 02:00","0","N/A","0","248","N/A","69","264","N/A","143"
"02.08.2023 02:00 - 02.08.2023 03:00","0","N/A","0","278","N/A","108","342","N/A","183"
"02.08.2023 03:00 - 02.08.2023 04:00","7","N/A","7","263","N/A","77","385","N/A","197"
"02.08.2023 04:00 - 02.08.2023 05:00","72","N/A","57","192","N/A","30","352","N/A","207"
"02.08.2023 05:00 - 02.08.2023 06:00","215","N/A","190","142","N/A","52","302","N/A","147"
"02.08.2023 06:00 - 02.08.2023 07:00","377","378","378","133","58","54","246","81","81"
"02.08.2023 07:00 - 02.08.2023 08:00","550","543","767","127","52","17","218","53","65"
"02.08.2023 08:00 - 02.08.2023 09:00","680","703","894","98","53","14","196","31","61"
"02.08.2023 09:00 - 02.08.2023 10:00","750","798","1011","107","87","30","175","47","47"
"02.08.2023 10:00 - 02.08.2023 11:00","778","850","1052","192","144","74","178","73","61"
"02.08.2023 11:00 - 02.08.2023 12:00","772","829","969","254","211","74","200","115","115"
"02.08.2023 12:00 - 02.08.2023 13:00","668","770","800","420","257","190","226","154","134"
"02.08.2023 13:00 - 02.08.2023 14:00","532","565","599","466","303","128","265","222","195"
"02.08.2023 14:00 - 02.08.2023 15:00","408","394","550","504","339","190","317","301","257"
"02.08.2023 15:00 - 02.08.2023 16:00","275","265","394","558","381","349","364","365","341"
"02.08.2023 16:00 - 02.08.2023 17:00","170","146","246","526","411","527","424","431","392"
"02.08.2023 17:00 - 02.08.2023 18:00","83","72","128","525","505","358","442","478","435"
"02.08.2023 18:00 - 02.08.2023 19:00","26","23","42","537","534","504","461","500","463"
"02.08.2023 19:00 - 02.08.2023 20:00","2","2","7","489","487","672","485","533","423"
"02.08.2023 20:00 - 02.08.2023 21:00","0","0","0","486","464","641","528","569","383"
"02.08.2023 21:00 - 02.08.2023 22:00","0","0","0","484","394","585","524","553","390"
"02.08.2023 22:00 - 02.08.2023 23:00","0","N/A","0","505","N/A","589","633","N/A","405"
"02.08.2023 23:00 - 03.08.2023 00:00","0","N/A","0","415","N/A","564","633","N/A","390"
"03.08.2023 00:00 - 03.08.2023 01:00","0","N/A","0","299","N/A","461","613","N/A","366"
"03.08.2023 01:00 - 03.08.2023 02:00","0","N/A","0","255","N/A","331","575","N/A","337"
"03.08.2023 02:00 - 03.08.2023 03:00","0","N/A","0","242","N/A","304","555","N/A","353"
"03.08.2023 03:00 - 03.08.2023 04:00","3","N/A","3","261","N/A","291","540","N/A","348"
"03.08.2023 04:00 - 03.08.2023 05:00","30","N/A","20","215","N/A","290","493","N/A","353"
"03.08.2023 05:00 - 03.08.2023 06:00","91","N/A","89","136","N/A","278","447","N/A","358"
"03.08.2023 06:00 - 03.08.2023 07:00","162","215","215","174","245","252","389","327","327"
"03.08.2023 07:00 - 03.08.2023 08:00","261","337","312","354","223","256","408","386","373"
"03.08.2023 08:00 - 03.08.2023 09:00","345","472","450","474","330","240","427","442","388"
"03.08.2023 09:00 - 03.08.2023 10:00","422","543","570","441","453","388","446","467","369"
"03.08.2023 10:00 - 03.08.2023 11:00","441","586","599","415","406","494","493","494","436"
"03.08.2023 11:00 - 03.08.2023 12:00","436","629","686","361","439","395","534","523","502"
"03.08.2023 12:00 - 03.08.2023 13:00","470","630","758","351","575","558","585","555","544"
"03.08.2023 13:00 - 03.08.2023 14:00","456","594","756","324","604","524","625","611","564"
"03.08.2023 14:00 - 03.08.2023 15:00","423","496","765","514","592","604","672","649","542"
"03.08.2023 15:00 - 03.08.2023 16:00","360","435","585","662","635","665","738","675","547"
"03.08.2023 16:00 - 03.08.2023 17:00","271","307","493","682","689","703","809","749","636"
"03.08.2023 17:00 - 03.08.2023 18:00","163","177","240","717","726","659","837","767","657"
"03.08.2023 18:00 - 03.08.2023 19:00","59","61","73","783","693","607","865","711","858"
"03.08.2023 19:00 - 03.08.2023 20:00","5","5","6","768","607","659","905","714","752"
"03.08.2023 20:00 - 03.08.2023 21:00","0","0","0","741","617","698","954","790","788"
"03.08.2023 21:00 - 03.08.2023 22:00","0","0","0","693","663","589","1032","870","907"
"03.08.2023 22:00 - 03.08.2023 23:00","0","N/A","0","701","N/A","663","968","N/A","1081"
"03.08.2023 23:00 - 04.08.2023 00:00","0","N/A","0","764","N/A","776","1110","N/A","1135"
"04.08.2023 00:00 - 04.08.2023 01:00","0","N/A","0","834","N/A","823","1187","N/A","1260"
"04.08.2023 01:00 - 04.08.2023 02:00","0","N/A","0","811","N/A","819","1206","N/A","1201"
"04.08.2023 02:00 - 04.08.2023 03:00","0","N/A","0","741","N/A","786","1249","N/A","1271"
"04.08.2023 03:00 - 04.08.2023 04:00","5","N/A","5","735","N/A","748","1316","N/A","1211"
"04.08.2023 04:00 - 04.08.2023 05:00","55","N/A","45","774","N/A","872","1297","N/A","1273"
"04.08.2023 05:00 - 04.08.2023 06:00","162","N/A","145","732","N/A","700","1261","N/A","1177"
"04.08.2023 06:00 - 04.08.2023 07:00","265","303","303","794","665","656","1264","1383","1383"
"04.08.2023 07:00 - 04.08.2023 08:00","361","426","437","801","700","877","1509","1580","1797"
"04.08.2023 08:00 - 04.08.2023 09:00","468","560","505","788","753","868","1693","1731","1935"
"04.08.2023 09:00 - 04.08.2023 10:00","573","668","631","746","732","763","1707","1784","1969"
"04.08.2023 10:00 - 04.08.2023 11:00","671","767","767","720","723","856","1816","1888","2090"
"04.08.2023 11:00 - 04.08.2023 12:00","756","814","901","679","668","813","1820","1894","2096"
"04.08.2023 12:00 - 04.08.2023 13:00","763","831","919","734","734","806","1870","1920","2176"
"04.08.2023 13:00 - 04.08.2023 14:00","693","756","871","753","739","823","1920","2020","2334"
"04.08.2023 14:00 - 04.08.2023 15:00","604","633","752","805","780","924","1975","2107","2534"
"04.08.2023 15:00 - 04.08.2023 16:00","479","497","580","834","810","975","2000","2123","2545"
"04.08.2023 16:00 - 04.08.2023 17:00","345","350","342","829","778","1002","1905","2007","2183"
"04.08.2023 17:00 - 04.08.2023 18:00","198","201","159","853","780","965","1693","1768","1898"
"04.08.2023 18:00 - 04.08.2023 19:00","63","63","42","863","764","891","1584","1579","1766"
"04.08.2023 19:00 - 04.08.2023 20:00","4","4","1","820","719","772","1517","1485","1396"
"04.08.2023 20:00 - 04.08.2023 21:00","0","0","0","766","709","743","1452","1461","1231"
"04.08.2023 21:00 - 04.08.2023 22:00","0","0","0","695","703","737","1418","1406","1286"
"04.08.2023 22:00 - 04.08.2023 23:00","0","N/A","0","731","N/A","733","1703","N/A","1411"
"04.08.2023 23:00 - 05.08.2023 00:00","0","N/A","0","717","N/A","623","1622","N/A","1371"
"05.08.2023 00:00 - 05.08.2023 01:00","0","N/A","0","705","N/A","584","1519","N/A","1456"
"05.08.2023 01:00 - 05.08.2023 02:00","0","N/A","0","629","N/A","539","1401","N/A","1197"
"05.08.2023 02:00 - 05.08.2023 03:00","0","N/A","0","533","N/A","496","1250","N/A","1044"
"05.08.2023 03:00 - 05.08.2023 04:00","4","N/A","4","486","N/A","465","1069","N/A","875"
"05.08.2023 04:00 - 05.08.2023 05:00","51","N/A","47","458","N/A","388","905","N/A","772"
"05.08.2023 05:00 - 05.08.2023 06:00","168","N/A","202","374","N/A","346","816","N/A","557"
"05.08.2023 06:00 - 05.08.2023 07:00","332","428","449","341","266","281","732","487","487"
"05.08.2023 07:00 - 05.08.2023 08:00","500","602","798","314","263","316","727","522","752"
"05.08.2023 08:00 - 05.08.2023 09:00","611","753","779","302","236","177","676","550","738"
"05.08.2023 09:00 - 05.08.2023 10:00","697","874","1027","262","192","80","633","554","668"
"05.08.2023 10:00 - 05.08.2023 11:00","768","972","1063","205","137","50","563","516","524"
"05.08.2023 11:00 - 05.08.2023 12:00","787","1046","1107","173","142","88","530","489","395"
"05.08.2023 12:00 - 05.08.2023 13:00","818","1029","1143","175","146","27","486","454","341"
"05.08.2023 13:00 - 05.08.2023 14:00","804","900","1085","134","92","78","414","398","303"
"05.08.2023 14:00 - 05.08.2023 15:00","717","719","1024","92","46","98","341","316","280"
"05.08.2023 15:00 - 05.08.2023 16:00","578","572","842","54","38","73","258","222","224"
"05.08.2023 16:00 - 05.08.2023 17:00","395","389","610","30","31","62","176","146","126"
"05.08.2023 17:00 - 05.08.2023 18:00","216","210","269","14","60","42","111","98","46"
"05.08.2023 18:00 - 05.08.2023 19:00","66","63","65","45","118","70","72","76","28"
"05.08.2023 19:00 - 05.08.2023 20:00","4","4","4","111","169","163","64","93","69"
"05.08.2023 20:00 - 05.08.2023 21:00","0","0","0","206","243","200","93","156","160"
"05.08.2023 21:00 - 05.08.2023 22:00","0","0","0","299","341","353","139","217","293"
"05.08.2023 22:00 - 05.08.2023 23:00","0","N/A","0","463","N/A","444","284","N/A","397"
"05.08.2023 23:00 - 06.08.2023 00:00","0","N/A","0","501","N/A","550","320","N/A","448"
"06.08.2023 00:00 - 06.08.2023 01:00","0","N/A","0","503","N/A","515","326","N/A","421"
"06.08.2023 01:00 - 06.08.2023 02:00","0","N/A","0","439","N/A","416","341","N/A","438"
"06.08.2023 02:00 - 06.08.2023 03:00","0","N/A","0","402","N/A","386","370","N/A","389"
"06.08.2023 03:00 - 06.08.2023 04:00","3","N/A","3","415","N/A","256","393","N/A","377"
"06.08.2023 04:00 - 06.08.2023 05:00","41","N/A","26","448","N/A","330","380","N/A","329"
"06.08.2023 05:00 - 06.08.2023 06:00","122","N/A","128","387","N/A","174","337","N/A","240"
"06.08.2023 06:00 - 06.08.2023 07:00","218","243","243","400","272","269","290","197","197"
"06.08.2023 07:00 - 06.08.2023 08:00","332","366","379","354","243","218","302","213","144"
"06.08.2023 08:00 - 06.08.2023 09:00","437","459","544","297","192","175","327","235","152"
"06.08.2023 09:00 - 06.08.2023 10:00","522","566","635","227","184","141","326","259","210"
"06.08.2023 10:00 - 06.08.2023 11:00","572","614","677","205","182","130","357","295","216"
"06.08.2023 11:00 - 06.08.2023 12:00","608","614","681","231","257","120","394","364","333"
"06.08.2023 12:00 - 06.08.2023 13:00","592","576","662","245","314","154","458","441","408"
"06.08.2023 13:00 - 06.08.2023 14:00","533","500","702","336","376","206","528","513","554"
"06.08.2023 14:00 - 06.08.2023 15:00","439","398","532","456","476","220","578","547","606"
"06.08.2023 15:00 - 06.08.2023 16:00","320","305","393","514","528","406","614","539","574"
"06.08.2023 16:00 - 06.08.2023 17:00","211","220","259","589","503","509","620","545","525"
"06.08.2023 17:00 - 06.08.2023 18:00","112","128","136","697","577","738","591","548","538"
"06.08.2023 18:00 - 06.08.2023 19:00","35","43","43","825","644","700","614","564","540"
"06.08.2023 19:00 - 06.08.2023 20:00","2","3","1","818","702","681","698","645","613"
"06.08.2023 20:00 - 06.08.2023 21:00","0","0","0","823","802","759","788","762","763"
"06.08.2023 21:00 - 06.08.2023 22:00","0","0","0","845","846","800","878","820","988"
"06.08.2023 22:00 - 06.08.2023 23:00","0","N/A","0","985","N/A","891","1098","N/A","1204"
"06.08.2023 23:00 - 07.08.2023 00:00","0","N/A","0","1026","N/A","1032","1261","N/A","1353"
"07.08.2023 00:00 - 07.08.2023 01:00","0","N/A","0","1043","N/A","1039","1409","N/A","1592"
"07.08.2023 01:00 - 07.08.2023 02:00","0","N/A","0","1022","N/A","989","1567","N/A","1591"
"07.08.2023 02:00 - 07.08.2023 03:00","0","N/A","0","1000","N/A","1018","1778","N/A","1848"
"07.08.2023 03:00 - 07.08.2023 04:00","1","N/A","1","985","N/A","994","2001","N/A","2046"
"07.08.2023 04:00 - 07.08.2023 05:00","18","N/A","10","1023","N/A","1016","2068","N/A","2407"
"07.08.2023 05:00 - 07.08.2023 06:00","59","N/A","41","930","N/A","890","2031","N/A","2405"
"07.08.2023 06:00 - 07.08.2023 07:00","110","100","100","972","989","999","2038","2003","2003"
"07.08.2023 07:00 - 07.08.2023 08:00","178","135","164","1011","1025","999","2433","2709","2951"
"07.08.2023 08:00 - 07.08.2023 09:00","262","180","284","1023","1024","1051","2712","2937","2349"
"07.08.2023 09:00 - 07.08.2023 10:00","386","228","441","1023","1003","982","2710","2907","2740"
"07.08.2023 10:00 - 07.08.2023 11:00","467","246","412","982","982","832","2885","2938","2987"
"07.08.2023 11:00 - 07.08.2023 12:00","495","251","409","928","930","563","2699","2779","2357"
"07.08.2023 12:00 - 07.08.2023 13:00","511","232","286","968","954","607","2604","2624","2609"
"07.08.2023 13:00 - 07.08.2023 14:00","490","226","206","969","964","213","2521","2547","2406"
"07.08.2023 14:00 - 07.08.2023 15:00","402","214","200","1020","1021","341","2481","2556","2782"
"07.08.2023 15:00 - 07.08.2023 16:00","295","187","165","1050","1041","330","2569","2635","2652"
"07.08.2023 16:00 - 07.08.2023 17:00","207","154","162","1032","1044","672","2567","2673","3003"
"07.08.2023 17:00 - 07.08.2023 18:00","112","91","93","1043","1073","1022","2368","2486","2554"
"07.08.2023 18:00 - 07.08.2023 19:00","36","29","20","1056","1071","1016","2350","2407","2584"
"07.08.2023 19:00 - 07.08.2023 20:00","2","2","0","1006","1021","1042","2431","2456","2848"
"07.08.2023 20:00 - 07.08.2023 21:00","0","0","0","1001","1027","981","2493","2500","2616"
"07.08.2023 21:00 - 07.08.2023 22:00","0","0","0","999","1044","1021","2399","2337","2704"
"07.08.2023 22:00 - 07.08.2023 23:00","0","N/A","0","950","N/A","1020","2455","N/A","2685"
"07.08.2023 23:00 - 08.08.2023 00:00","0","N/A","0","981","N/A","1016","2321","N/A","2789"
"08.08.2023 00:00 - 08.08.2023 01:00","0","N/A","0","975","N/A","1004","2290","N/A","2821"
"08.08.2023 01:00 - 08.08.2023 02:00","0","N/A","0","913","N/A","960","2284","N/A","2475"
"08.08.2023 02:00 - 08.08.2023 03:00","0","N/A","0","877","N/A","950","2311","N/A","2542"
"08.08.2023 03:00 - 08.08.2023 04:00","2","N/A","2","885","N/A","913","2310","N/A","2426"
"08.08.2023 04:00 - 08.08.2023 05:00","38","N/A","28","896","N/A","945","2149","N/A","2344"
"08.08.2023 05:00 - 08.08.2023 06:00","134","N/A","124","716","N/A","870","1949","N/A","2407"
"08.08.2023 06:00 - 08.08.2023 07:00","256","303","303","756","713","682","1860","2815","2815"
"08.08.2023 07:00 - 08.08.2023 08:00","385","446","464","809","793","647","2132","2691","2916"
"08.08.2023 08:00 - 08.08.2023 09:00","497","600","562","798","776","330","2234","2675","2407"
"08.08.2023 09:00 - 08.08.2023 10:00","545","714","545","782","742","311","2098","2504","2121"
"08.08.2023 10:00 - 08.08.2023 11:00","588","728","542","803","822","245","2252","2514","2186"
"08.08.2023 11:00 - 08.08.2023 12:00","577","722","547","798","793","253","2142","2432","2067"
"08.08.2023 12:00 - 08.08.2023 13:00","576","703","506","840","844","219","2091","2355","2093"
"08.08.2023 13:00 - 08.08.2023 14:00","510","607","414","837","856","239","2145","2347","2145"
"08.08.2023 14:00 - 08.08.2023 15:00","446","429","385","968","953","291","2235","2456","2183"
"08.08.2023 15:00 - 08.08.2023 16:00","370","328","319","998","988","324","2360","2554","2742"
"08.08.2023 16:00 - 08.08.2023 17:00","236","228","235","1028","1018","678","2416","2579","2665"
"08.08.2023 17:00 - 08.08.2023 18:00","119","126","104","1055","1067","765","2276","2441","2709"
"08.08.2023 18:00 - 08.08.2023 19:00","33","35","24","1064","1070","796","2274","2406","2822"
"08.08.2023 19:00 - 08.08.2023 20:00","2","2","0","1012","1028","745","2397","2494","2774"
"08.08.2023 20:00 - 08.08.2023 21:00","0","0","0","1018","1040","748","2516","2569","2631"
"08.08.2023 21:00 - 08.08.2023 22:00","0","0","0","1020","1051","702","2542","2537","2586"
"08.08.2023 22:00 - 08.08.2023 23:00","0","N/A","0","980","N/A","721","2706","N/A","2657"
"08.08.2023 23:00 - 09.08.2023 00:00","0","N/A","0","1010","N/A","756","2637","N/A","2296"
"09.08.2023 00:00 - 09.08.2023 01:00","0","N/A","0","1027","N/A","692","2624","N/A","2656"
"09.08.2023 01:00 - 09.08.2023 02:00","0","N/A","0","992","N/A","691","2632","N/A","2427"
"09.08.2023 02:00 - 09.08.2023 03:00","0","N/A","0","992","N/A","752","2691","N/A","2564"
"09.08.2023 03:00 - 09.08.2023 04:00","1","N/A","1","989","N/A","738","2737","N/A","2556"
"09.08.2023 04:00 - 09.08.2023 05:00","17","N/A","10","1041","N/A","787","2628","N/A","2423"
"09.08.2023 05:00 - 09.08.2023 06:00","64","N/A","70","935","N/A","588","2428","N/A","2476"
"09.08.2023 06:00 - 09.08.2023 07:00","138","163","163","963","1002","1002","2316","2778","2778"
"09.08.2023 07:00 - 09.08.2023 08:00","239","262","249","997","1045","1072","2662","2977","3112"
"09.08.2023 08:00 - 09.08.2023 09:00","346","354","341","1004","1052","1080","2825","3070","2891"
"09.08.2023 09:00 - 09.08.2023 10:00","474","448","507","1000","1020","1016","2727","2924","2858"
"09.08.2023 10:00 - 09.08.2023 11:00","570","532","619","951","973","951","2835","2946","2441"
