"MTU (UTC)","Generation - Solar [MW] Day Ahead/ BZN|DK1","Generation - Solar [MW] Intraday / BZN|DK1","Generation - Solar [MW] Current / BZN|DK1","Generation - Wind Offshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore [MW] Intraday / BZN|DK1","Generation - Wind Offshore [MW] Current / BZN|DK1","Generation - Wind Onshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore [MW] Intraday / BZN|DK1","Generation - Wind Onshore [MW] Current / BZN|DK1"
"06.10.2023 10:00 - 06.10.2023 11:00","334","296","268","938","977","992","2559","2771","2622"
"06.10.2023 11:00 - 06.10.2023 12:00","351","295","344","940","981","993","2551","2705","3155"
"06.10.2023 12:00 - 06.10.2023 13:00","333","274","359","950","989","1008","2562","2632","3104"
"06.10.2023 13:00 - 06.10.2023 14:00","259","226","285","963","995","1010","2582","2629","3165"
"06.10.2023 14:00 - 06.10.2023 15:00","173","172","202","976","1010","1014","2568","2683","3183"
"06.10.2023 15:00 - 06.10.2023 16:00","78","88","101","983","1019","1006","2641","2738","3289"
"06.10.2023 16:00 - 06.10.2023 17:00","17","19","21","988","1020","1004","2622","2683","3181"
"06.10.2023 17:00 - 06.10.2023 18:00","1","1","0","995","1012","919","2377","2450","3200"
"06.10.2023 18:00 - 06.10.2023 19:00","0","0","0","1000","1008","914","2298","2327","3433"
"06.10.2023 19:00 - 06.10.2023 20:00","0","0","0","1000","1002","840","2316","2344","3228"
"06.10.2023 20:00 - 06.10.2023 21:00","0","0","0","993","983","797","2260","2357","3188"
"06.10.2023 21:00 - 06.10.2023 22:00","0","0","0","989","978","648","2302","2373","2920"
"06.10.2023 22:00 - 06.10.2023 23:00","0","N/A","0","1005","N/A","611","2770","N/A","2710"
"06.10.2023 23:00 - 07.10.2023 00:00","0","N/A","0","1003","N/A","329","2663","N/A","2676"
"07.10.2023 00:00 - 07.10.2023 01:00","0","N/A","0","1007","N/A","250","2614","N/A","2538"
"07.10.2023 01:00 - 07.10.2023 02:00","0","N/A","0","1010","N/A","325","2518","N/A","2205"
"07.10.2023 02:00 - 07.10.2023 03:00","0","N/A","0","995","N/A","176","2351","N/A","1939"
"07.10.2023 03:00 - 07.10.2023 04:00","0","N/A","0","967","N/A","139","2067","N/A","1686"
"07.10.2023 04:00 - 07.10.2023 05:00","0","N/A","0","926","N/A","320","1686","N/A","1499"
"07.10.2023 05:00 - 07.10.2023 06:00","7","N/A","5","883","N/A","317","1379","N/A","1193"
"07.10.2023 06:00 - 07.10.2023 07:00","85","56","56","837","582","578","1120","1219","1219"
"07.10.2023 07:00 - 07.10.2023 08:00","198","152","226","796","581","443","1047","1157","1099"
"07.10.2023 08:00 - 07.10.2023 09:00","229","225","330","761","562","323","946","1055","872"
"07.10.2023 09:00 - 07.10.2023 10:00","266","251","265","733","548","594","771","868","762"
"07.10.2023 10:00 - 07.10.2023 11:00","364","282","339","716","516","578","722","746","624"
"07.10.2023 11:00 - 07.10.2023 12:00","351","320","424","697","497","435","635","608","718"
"07.10.2023 12:00 - 07.10.2023 13:00","309","278","682","668","491","194","574","538","675"
"07.10.2023 13:00 - 07.10.2023 14:00","240","209","579","644","496","380","511","497","612"
"07.10.2023 14:00 - 07.10.2023 15:00","159","134","346","629","510","499","477","462","479"
"07.10.2023 15:00 - 07.10.2023 16:00","63","58","197","628","525","510","442","434","304"
"07.10.2023 16:00 - 07.10.2023 17:00","12","11","27","647","572","428","410","403","171"
"07.10.2023 17:00 - 07.10.2023 18:00","1","0","0","670","634","440","382","383","159"
"07.10.2023 18:00 - 07.10.2023 19:00","0","0","0","684","670","466","378","386","287"
"07.10.2023 19:00 - 07.10.2023 20:00","0","0","0","697","704","579","388","419","323"
"07.10.2023 20:00 - 07.10.2023 21:00","0","0","0","700","725","619","421","447","320"
"07.10.2023 21:00 - 07.10.2023 22:00","0","0","0","687","728","581","444","467","281"
"07.10.2023 22:00 - 07.10.2023 23:00","0","N/A","0","651","N/A","521","440","N/A","329"
"07.10.2023 23:00 - 08.10.2023 00:00","0","N/A","0","667","N/A","525","455","N/A","372"
"08.10.2023 00:00 - 08.10.2023 01:00","0","N/A","0","667","N/A","512","513","N/A","394"
"08.10.2023 01:00 - 08.10.2023 02:00","0","N/A","0","624","N/A","442","530","N/A","347"
"08.10.2023 02:00 - 08.10.2023 03:00","0","N/A","0","607","N/A","377","575","N/A","371"
"08.10.2023 03:00 - 08.10.2023 04:00","0","N/A","0","642","N/A","355","574","N/A","350"
"08.10.2023 04:00 - 08.10.2023 05:00","0","N/A","0","625","N/A","306","479","N/A","280"
"08.10.2023 05:00 - 08.10.2023 06:00","13","N/A","13","567","N/A","180","369","N/A","183"
"08.10.2023 06:00 - 08.10.2023 07:00","179","143","143","494","169","168","285","165","165"
"08.10.2023 07:00 - 08.10.2023 08:00","486","424","491","388","118","86","230","128","56"
"08.10.2023 08:00 - 08.10.2023 09:00","736","636","876","287","52","1","155","81","21"
"08.10.2023 09:00 - 08.10.2023 10:00","837","689","1037","204","22","0","101","54","12"
"08.10.2023 10:00 - 08.10.2023 11:00","842","672","1118","150","4","9","78","38","18"
"08.10.2023 11:00 - 08.10.2023 12:00","765","584","951","121","0","1","61","39","26"
"08.10.2023 12:00 - 08.10.2023 13:00","600","448","689","117","0","13","62","48","38"
"08.10.2023 13:00 - 08.10.2023 14:00","422","328","451","120","7","47","67","60","58"
"08.10.2023 14:00 - 08.10.2023 15:00","236","222","345","126","48","66","65","85","72"
"08.10.2023 15:00 - 08.10.2023 16:00","89","98","247","127","87","58","68","103","55"
"08.10.2023 16:00 - 08.10.2023 17:00","14","17","51","130","146","69","88","115","82"
"08.10.2023 17:00 - 08.10.2023 18:00","1","1","0","165","221","88","109","130","166"
"08.10.2023 18:00 - 08.10.2023 19:00","0","0","0","214","252","146","138","161","319"
"08.10.2023 19:00 - 08.10.2023 20:00","0","0","0","224","228","118","161","200","352"
"08.10.2023 20:00 - 08.10.2023 21:00","0","0","0","221","177","180","191","237","367"
"08.10.2023 21:00 - 08.10.2023 22:00","0","0","0","233","200","368","195","246","369"
"08.10.2023 22:00 - 08.10.2023 23:00","0","N/A","0","242","N/A","326","252","N/A","401"
"08.10.2023 23:00 - 09.10.2023 00:00","0","N/A","0","284","N/A","475","245","N/A","409"
"09.10.2023 00:00 - 09.10.2023 01:00","0","N/A","0","363","N/A","520","228","N/A","377"
"09.10.2023 01:00 - 09.10.2023 02:00","0","N/A","0","480","N/A","643","224","N/A","300"
"09.10.2023 02:00 - 09.10.2023 03:00","0","N/A","0","565","N/A","674","236","N/A","327"
"09.10.2023 03:00 - 09.10.2023 04:00","0","N/A","0","577","N/A","674","236","N/A","270"
"09.10.2023 04:00 - 09.10.2023 05:00","0","N/A","0","536","N/A","694","187","N/A","270"
"09.10.2023 05:00 - 09.10.2023 06:00","4","N/A","2","455","N/A","671","129","N/A","233"
"09.10.2023 06:00 - 09.10.2023 07:00","75","28","28","368","605","608","93","180","180"
"09.10.2023 07:00 - 09.10.2023 08:00","288","109","145","305","503","515","84","169","145"
"09.10.2023 08:00 - 09.10.2023 09:00","572","250","366","250","419","427","78","143","108"
"09.10.2023 09:00 - 09.10.2023 10:00","791","423","647","189","353","365","84","118","70"
"09.10.2023 10:00 - 09.10.2023 11:00","863","590","637","144","294","273","95","96","28"
"09.10.2023 11:00 - 09.10.2023 12:00","796","616","610","117","233","196","139","83","14"
"09.10.2023 12:00 - 09.10.2023 13:00","678","528","542","103","186","122","178","78","11"
"09.10.2023 13:00 - 09.10.2023 14:00","533","410","377","119","144","105","195","82","11"
"09.10.2023 14:00 - 09.10.2023 15:00","355","276","295","150","116","100","209","94","11"
"09.10.2023 15:00 - 09.10.2023 16:00","169","124","127","163","110","43","201","101","14"
"09.10.2023 16:00 - 09.10.2023 17:00","27","20","14","175","94","56","204","103","7"
"09.10.2023 17:00 - 09.10.2023 18:00","1","1","0","203","82","50","209","112","14"
"09.10.2023 18:00 - 09.10.2023 19:00","0","0","0","213","106","23","216","123","30"
"09.10.2023 19:00 - 09.10.2023 20:00","0","0","0","211","145","8","226","139","43"
"09.10.2023 20:00 - 09.10.2023 21:00","0","0","0","206","166","25","245","151","64"
"09.10.2023 21:00 - 09.10.2023 22:00","0","0","0","207","166","30","233","163","69"
"09.10.2023 22:00 - 09.10.2023 23:00","0","N/A","0","123","N/A","41","155","N/A","123"
"09.10.2023 23:00 - 10.10.2023 00:00","0","N/A","0","141","N/A","93","178","N/A","229"
"10.10.2023 00:00 - 10.10.2023 01:00","0","N/A","0","162","N/A","99","206","N/A","293"
"10.10.2023 01:00 - 10.10.2023 02:00","0","N/A","0","193","N/A","152","221","N/A","300"
"10.10.2023 02:00 - 10.10.2023 03:00","0","N/A","0","216","N/A","230","236","N/A","315"
"10.10.2023 03:00 - 10.10.2023 04:00","0","N/A","0","231","N/A","217","247","N/A","342"
"10.10.2023 04:00 - 10.10.2023 05:00","0","N/A","0","257","N/A","313","237","N/A","366"
"10.10.2023 05:00 - 10.10.2023 06:00","5","N/A","4","304","N/A","290","229","N/A","354"
"10.10.2023 06:00 - 10.10.2023 07:00","61","44","44","364","371","361","250","468","468"
"10.10.2023 07:00 - 10.10.2023 08:00","152","139","185","452","443","246","369","552","565"
"10.10.2023 08:00 - 10.10.2023 09:00","210","236","284","555","532","365","513","637","535"
"10.10.2023 09:00 - 10.10.2023 10:00","227","254","242","675","643","522","651","722","590"
"10.10.2023 10:00 - 10.10.2023 11:00","168","192","199","799","766","852","954","990","879"
"10.10.2023 11:00 - 10.10.2023 12:00","98","122","176","863","822","1019","1191","1232","1196"
"10.10.2023 12:00 - 10.10.2023 13:00","76","76","144","897","825","1066","1358","1389","1555"
"10.10.2023 13:00 - 10.10.2023 14:00","92","82","138","911","825","945","1451","1481","1814"
"10.10.2023 14:00 - 10.10.2023 15:00","91","89","114","913","840","906","1468","1520","1713"
"10.10.2023 15:00 - 10.10.2023 16:00","44","50","55","930","870","914","1454","1532","1640"
"10.10.2023 16:00 - 10.10.2023 17:00","7","8","16","941","897","936","1388","1554","1588"
"10.10.2023 17:00 - 10.10.2023 18:00","0","0","4","928","914","950","1362","1575","1585"
"10.10.2023 18:00 - 10.10.2023 19:00","0","0","0","927","914","931","1529","1710","1778"
"10.10.2023 19:00 - 10.10.2023 20:00","0","0","0","940","890","917","1835","1918","2054"
"10.10.2023 20:00 - 10.10.2023 21:00","0","0","0","955","900","946","2062","2056","2196"
"10.10.2023 21:00 - 10.10.2023 22:00","0","0","0","966","936","977","2113","2053","2203"
"10.10.2023 22:00 - 10.10.2023 23:00","0","0","0","977","1026","1026","2148","2394","2394"
"10.10.2023 23:00 - 11.10.2023 00:00","0","0","0","966","1050","1050","2109","2538","2538"
"11.10.2023 00:00 - 11.10.2023 01:00","0","0","0","961","967","967","2095","2595","2595"
"11.10.2023 01:00 - 11.10.2023 02:00","0","0","0","960","968","968","2128","2595","2595"
"11.10.2023 02:00 - 11.10.2023 03:00","0","0","0","943","964","964","2244","2732","2732"
"11.10.2023 03:00 - 11.10.2023 04:00","0","0","0","935","652","652","2345","2693","2693"
"11.10.2023 04:00 - 11.10.2023 05:00","0","0","0","941","1007","1007","2278","2805","2805"
"11.10.2023 05:00 - 11.10.2023 06:00","2","2","2","938","1063","1063","2122","2672","2672"
"11.10.2023 06:00 - 11.10.2023 07:00","27","17","17","934","943","944","1973","2936","2936"
"11.10.2023 07:00 - 11.10.2023 08:00","65","50","74","942","963","957","2216","3097","3225"
"11.10.2023 08:00 - 11.10.2023 09:00","119","94","147","948","986","929","2340","3077","3047"
"11.10.2023 09:00 - 11.10.2023 10:00","151","146","210","938","986","989","2298","2856","2972"
"11.10.2023 10:00 - 11.10.2023 11:00","156","171","236","934","972","1012","2392","2828","2991"
"11.10.2023 11:00 - 11.10.2023 12:00","177","200","471","942","955","652","2195","2648","2675"
"11.10.2023 12:00 - 11.10.2023 13:00","223","221","533","948","952","677","2140","2618","2608"
"11.10.2023 13:00 - 11.10.2023 14:00","227","202","473","955","967","692","2159","2590","2801"
"11.10.2023 14:00 - 11.10.2023 15:00","177","161","310","969","983","1071","2122","2554","2855"
"11.10.2023 15:00 - 11.10.2023 16:00","79","75","140","981","990","1049","2138","2520","2922"
"11.10.2023 16:00 - 11.10.2023 17:00","10","10","18","988","989","1108","2059","2340","2682"
"11.10.2023 17:00 - 11.10.2023 18:00","0","0","0","986","984","1081","1890","2049","2519"
"11.10.2023 18:00 - 11.10.2023 19:00","0","0","0","980","983","1074","1913","1986","2561"
"11.10.2023 19:00 - 11.10.2023 20:00","0","0","0","980","986","1066","2035","2123","2328"
"11.10.2023 20:00 - 11.10.2023 21:00","0","0","0","985","990","1044","2142","2240","2365"
"11.10.2023 21:00 - 11.10.2023 22:00","0","0","0","993","997","1049","2191","2205","2483"
"11.10.2023 22:00 - 11.10.2023 23:00","0","0","0","1051","1051","1051","2534","2711","2711"
"11.10.2023 23:00 - 12.10.2023 00:00","0","0","0","1049","1019","1019","2470","2661","2661"
"12.10.2023 00:00 - 12.10.2023 01:00","0","0","0","1048","1081","1081","2458","2791","2791"
"12.10.2023 01:00 - 12.10.2023 02:00","0","0","0","1046","1080","1080","2497","2739","2739"
"12.10.2023 02:00 - 12.10.2023 03:00","0","0","0","1034","1085","1085","2549","2719","2719"
"12.10.2023 03:00 - 12.10.2023 04:00","0","0","0","1014","1052","1047","2511","2863","2863"
"12.10.2023 04:00 - 12.10.2023 05:00","0","0","0","1006","1034","1034","2308","2859","2859"
"12.10.2023 05:00 - 12.10.2023 06:00","5","6","6","1001","1085","1085","2062","2666","2666"
"12.10.2023 06:00 - 12.10.2023 07:00","86","77","77","995","1032","1035","1858","2669","2669"
"12.10.2023 07:00 - 12.10.2023 08:00","276","263","299","978","1003","1088","1973","2660","2677"
"12.10.2023 08:00 - 12.10.2023 09:00","500","502","559","948","965","1082","2016","2600","2459"
"12.10.2023 09:00 - 12.10.2023 10:00","680","665","751","907","927","1027","1944","2424","2340"
"12.10.2023 10:00 - 12.10.2023 11:00","749","694","852","852","872","951","2006","2384","2560"
"12.10.2023 11:00 - 12.10.2023 12:00","735","689","930","792","806","845","1891","2214","2370"
"12.10.2023 12:00 - 12.10.2023 13:00","669","628","871","737","729","688","1765","2022","2221"
"12.10.2023 13:00 - 12.10.2023 14:00","537","499","760","691","654","589","1585","1820","1966"
"12.10.2023 14:00 - 12.10.2023 15:00","342","332","510","646","607","533","1349","1590","1635"
"12.10.2023 15:00 - 12.10.2023 16:00","146","142","199","603","575","491","1118","1346","1263"
"12.10.2023 16:00 - 12.10.2023 17:00","18","18","9","562","544","462","847","1011","855"
"12.10.2023 17:00 - 12.10.2023 18:00","0","0","0","522","508","409","603","678","711"
"12.10.2023 18:00 - 12.10.2023 19:00","0","0","0","495","470","394","506","521","749"
"12.10.2023 19:00 - 12.10.2023 20:00","0","0","0","483","446","396","456","463","610"
"12.10.2023 20:00 - 12.10.2023 21:00","0","0","0","469","432","473","402","400","452"
"12.10.2023 21:00 - 12.10.2023 22:00","0","0","0","444","428","381","348","358","345"
"12.10.2023 22:00 - 12.10.2023 23:00","0","0","0","368","254","254","347","296","296"
"12.10.2023 23:00 - 13.10.2023 00:00","0","0","0","383","182","182","411","358","358"
"13.10.2023 00:00 - 13.10.2023 01:00","0","0","0","433","211","211","547","461","461"
"13.10.2023 01:00 - 13.10.2023 02:00","0","0","0","530","326","326","708","686","686"
"13.10.2023 02:00 - 13.10.2023 03:00","0","0","0","630","563","563","838","925","925"
"13.10.2023 03:00 - 13.10.2023 04:00","0","0","0","706","602","602","987","1023","1023"
"13.10.2023 04:00 - 13.10.2023 05:00","0","0","0","756","542","542","1121","1063","1063"
"13.10.2023 05:00 - 13.10.2023 06:00","1","2","2","779","732","732","1184","1146","1146"
"13.10.2023 06:00 - 13.10.2023 07:00","22","21","21","799","926","931","1197","1420","1420"
"13.10.2023 07:00 - 13.10.2023 08:00","54","52","68","825","954","976","1393","1588","1644"
"13.10.2023 08:00 - 13.10.2023 09:00","72","54","110","892","984","925","1512","1678","1522"
"13.10.2023 09:00 - 13.10.2023 10:00","69","44","115","928","1001","944","1549","1687","1518"
"13.10.2023 10:00 - 13.10.2023 11:00","62","41","111","935","1001","1021","1808","1927","1724"
"13.10.2023 11:00 - 13.10.2023 12:00","63","42","112","947","992","1064","2002","2077","1942"
"13.10.2023 12:00 - 13.10.2023 13:00","58","42","92","958","1000","1019","2250","2298","2487"
"13.10.2023 13:00 - 13.10.2023 14:00","52","42","90","989","1030","1072","2459","2581","2734"
"13.10.2023 14:00 - 13.10.2023 15:00","52","45","72","1005","1042","1009","2493","2713","2709"
"13.10.2023 15:00 - 13.10.2023 16:00","22","22","50","1008","1044","999","2609","2780","2555"
"13.10.2023 16:00 - 13.10.2023 17:00","3","3","5","1009","1025","944","2583","2391","1932"
"13.10.2023 17:00 - 13.10.2023 18:00","0","0","0","992","987","843","2174","1708","1634"
"13.10.2023 18:00 - 13.10.2023 19:00","0","0","0","972","962","894","1953","1514","1649"
"13.10.2023 19:00 - 13.10.2023 20:00","0","0","0","939","918","999","1878","1735","1831"
"13.10.2023 20:00 - 13.10.2023 21:00","0","0","0","894","880","939","1823","1975","1771"
"13.10.2023 21:00 - 13.10.2023 22:00","0","0","0","876","891","920","1748","1865","1452"
"13.10.2023 22:00 - 13.10.2023 23:00","0","0","0","899","919","919","1726","1325","1325"
"13.10.2023 23:00 - 14.10.2023 00:00","0","0","0","925","887","887","1684","1455","1455"
"14.10.2023 00:00 - 14.10.2023 01:00","0","0","0","928","745","745","1775","1337","1337"
"14.10.2023 01:00 - 14.10.2023 02:00","0","0","0","934","677","677","1937","1749","1749"
"14.10.2023 02:00 - 14.10.2023 03:00","0","0","0","946","652","652","2140","1895","1895"
"14.10.2023 03:00 - 14.10.2023 04:00","0","0","0","958","677","677","2306","2013","2013"
"14.10.2023 04:00 - 14.10.2023 05:00","0","0","0","974","690","690","2304","2198","2198"
"14.10.2023 05:00 - 14.10.2023 06:00","4","4","4","995","679","679","2218","2258","2258"
"14.10.2023 06:00 - 14.10.2023 07:00","67","55","55","1003","685","700","2174","2553","2553"
"14.10.2023 07:00 - 14.10.2023 08:00","200","174","246","1005","744","1023","2453","2777","3084"
"14.10.2023 08:00 - 14.10.2023 09:00","339","316","452","1007","777","988","2538","2871","3118"
"14.10.2023 09:00 - 14.10.2023 10:00","461","481","694","1004","799","981","2347","2636","3086"
"14.10.2023 10:00 - 14.10.2023 11:00","523","536","676","997","817","684","2521","2640","2798"
"14.10.2023 11:00 - 14.10.2023 12:00","543","515","551","989","829","637","2419","2458","2629"
"14.10.2023 12:00 - 14.10.2023 13:00","466","453","532","985","841","559","2345","2365","2659"
"14.10.2023 13:00 - 14.10.2023 14:00","355","362","540","984","856","648","2359","2449","2754"
"14.10.2023 14:00 - 14.10.2023 15:00","245","245","319","983","868","822","2433","2638","2972"
"14.10.2023 15:00 - 14.10.2023 16:00","99","98","97","984","876","1068","2480","2679","3334"
"14.10.2023 16:00 - 14.10.2023 17:00","9","10","4","992","920","1069","2462","2662","3128"
"14.10.2023 17:00 - 14.10.2023 18:00","0","0","0","999","979","1056","2275","2475","3037"
"14.10.2023 18:00 - 14.10.2023 19:00","0","0","0","1002","999","1013","2256","2402","3159"
"14.10.2023 19:00 - 14.10.2023 20:00","0","0","0","1002","995","986","2335","2411","3074"
"14.10.2023 20:00 - 14.10.2023 21:00","0","0","0","1000","988","974","2422","2396","3028"
"14.10.2023 21:00 - 14.10.2023 22:00","0","0","0","998","984","971","2400","2335","3019"
"14.10.2023 22:00 - 14.10.2023 23:00","0","0","0","1011","930","930","2460","2899","2899"
"14.10.2023 23:00 - 15.10.2023 00:00","0","0","0","1011","942","942","2431","2915","2915"
"15.10.2023 00:00 - 15.10.2023 01:00","0","0","0","1013","605","605","2488","3053","3053"
"15.10.2023 01:00 - 15.10.2023 02:00","0","0","0","1015","924","924","2514","3027","3027"
"15.10.2023 02:00 - 15.10.2023 03:00","0","0","0","1014","929","929","2576","3033","3033"
"15.10.2023 03:00 - 15.10.2023 04:00","0","0","0","1008","936","936","2642","3006","3006"
"15.10.2023 04:00 - 15.10.2023 05:00","0","0","0","1006","940","940","2499","2996","2996"
"15.10.2023 05:00 - 15.10.2023 06:00","2","4","4","1004","932","932","2239","2680","2680"
"15.10.2023 06:00 - 15.10.2023 07:00","48","52","52","991","932","930","2066","2718","2718"
"15.10.2023 07:00 - 15.10.2023 08:00","201","190","200","968","934","1057","2287","2787","2798"
"15.10.2023 08:00 - 15.10.2023 09:00","464","318","378","958","902","1030","2410","2734","2522"
"15.10.2023 09:00 - 15.10.2023 10:00","710","495","688","956","877","998","2266","2424","2444"
"15.10.2023 10:00 - 15.10.2023 11:00","807","653","885","943","866","667","2404","2409","2550"
"15.10.2023 11:00 - 15.10.2023 12:00","758","703","713","935","870","719","2304","2279","2508"
"15.10.2023 12:00 - 15.10.2023 13:00","625","641","578","936","877","728","2250","2227","2753"
"15.10.2023 13:00 - 15.10.2023 14:00","472","489","423","941","883","713","2247","2263","2596"
"15.10.2023 14:00 - 15.10.2023 15:00","297","307","404","944","902","735","2285","2388","2740"
"15.10.2023 15:00 - 15.10.2023 16:00","114","116","137","950","923","1098","2251","2374","2770"
"15.10.2023 16:00 - 15.10.2023 17:00","10","11","2","963","943","1098","2115","2240","2480"
"15.10.2023 17:00 - 15.10.2023 18:00","0","0","0","967","960","1081","1868","1988","2122"
"15.10.2023 18:00 - 15.10.2023 19:00","0","0","0","964","962","1046","1841","1853","2294"
"15.10.2023 19:00 - 15.10.2023 20:00","0","0","0","957","961","1080","1874","1813","1928"
"15.10.2023 20:00 - 15.10.2023 21:00","0","0","0","947","962","1083","1826","1766","1878"
"15.10.2023 21:00 - 15.10.2023 22:00","0","0","0","936","958","1063","1691","1674","1685"
"15.10.2023 22:00 - 15.10.2023 23:00","0","0","0","1010","1064","1064","1703","1686","1686"
"15.10.2023 23:00 - 16.10.2023 00:00","0","0","0","986","1039","1039","1587","1642","1642"
"16.10.2023 00:00 - 16.10.2023 01:00","0","0","0","971","1061","1061","1532","1567","1564"
"16.10.2023 01:00 - 16.10.2023 02:00","0","0","0","962","1018","1018","1481","1445","1445"
"16.10.2023 02:00 - 16.10.2023 03:00","0","0","0","930","1036","1036","1477","1363","1363"
"16.10.2023 03:00 - 16.10.2023 04:00","0","0","0","897","984","984","1424","1397","1397"
"16.10.2023 04:00 - 16.10.2023 05:00","0","0","0","881","1013","1013","1255","1189","1189"
"16.10.2023 05:00 - 16.10.2023 06:00","4","4","4","865","971","971","1078","926","926"
"16.10.2023 06:00 - 16.10.2023 07:00","73","62","62","847","938","932","956","929","929"
"16.10.2023 07:00 - 16.10.2023 08:00","258","252","312","818","904","910","1007","1001","857"
"16.10.2023 08:00 - 16.10.2023 09:00","439","456","691","775","874","873","1023","1014","660"
"16.10.2023 09:00 - 16.10.2023 10:00","586","616","960","731","839","738","1012","984","670"
"16.10.2023 10:00 - 16.10.2023 11:00","631","697","1044","692","799","622","978","971","845"
"16.10.2023 11:00 - 16.10.2023 12:00","630","712","933","650","755","472","932","914","848"
"16.10.2023 12:00 - 16.10.2023 13:00","586","627","842","603","697","404","876","858","811"
"16.10.2023 13:00 - 16.10.2023 14:00","460","480","675","560","644","350","769","800","758"
"16.10.2023 14:00 - 16.10.2023 15:00","286","300","401","523","609","362","669","718","683"
"16.10.2023 15:00 - 16.10.2023 16:00","109","110","122","503","582","314","563","633","531"
"16.10.2023 16:00 - 16.10.2023 17:00","9","9","2","498","543","315","471","548","444"
"16.10.2023 17:00 - 16.10.2023 18:00","0","0","0","478","489","299","403","476","484"
"16.10.2023 18:00 - 16.10.2023 19:00","0","0","0","432","443","221","387","447","569"
"16.10.2023 19:00 - 16.10.2023 20:00","0","0","0","381","408","177","381","460","648"
"16.10.2023 20:00 - 16.10.2023 21:00","0","0","0","354","387","199","359","472","632"
"16.10.2023 21:00 - 16.10.2023 22:00","0","0","0","351","381","159","341","479","589"
"16.10.2023 22:00 - 16.10.2023 23:00","0","0","0","309","229","229","489","523","523"
"16.10.2023 23:00 - 17.10.2023 00:00","0","0","0","333","304","304","510","592","592"
"17.10.2023 00:00 - 17.10.2023 01:00","0","0","0","370","369","369","543","651","651"
"17.10.2023 01:00 - 17.10.2023 02:00","0","0","0","403","381","381","580","706","706"
"17.10.2023 02:00 - 17.10.2023 03:00","0","0","0","453","442","442","650","754","754"
"17.10.2023 03:00 - 17.10.2023 04:00","0","0","0","496","384","384","668","772","772"
"17.10.2023 04:00 - 17.10.2023 05:00","0","0","0","509","444","444","603","784","784"
"17.10.2023 05:00 - 17.10.2023 06:00","3","3","3","509","383","383","539","764","764"
"17.10.2023 06:00 - 17.10.2023 07:00","72","44","44","509","407","389","502","773","773"
"17.10.2023 07:00 - 17.10.2023 08:00","279","195","229","502","415","411","562","832","850"
"17.10.2023 08:00 - 17.10.2023 09:00","502","410","546","489","423","401","625","898","754"
"17.10.2023 09:00 - 17.10.2023 10:00","657","580","854","497","442","404","735","995","764"
"17.10.2023 10:00 - 17.10.2023 11:00","665","597","937","524","478","434","925","1174","1113"
"17.10.2023 11:00 - 17.10.2023 12:00","541","544","913","544","514","475","1043","1266","1354"
"17.10.2023 12:00 - 17.10.2023 13:00","414","474","511","541","517","603","1052","1261","1480"
"17.10.2023 13:00 - 17.10.2023 14:00","322","388","583","542","513","563","954","1214","1537"
"17.10.2023 14:00 - 17.10.2023 15:00","202","241","414","546","531","600","854","1142","1423"
"17.10.2023 15:00 - 17.10.2023 16:00","76","89","184","530","534","605","761","1053","1193"
"17.10.2023 16:00 - 17.10.2023 17:00","6","7","3","501","516","543","676","909","911"
"17.10.2023 17:00 - 17.10.2023 18:00","0","0","0","474","508","497","598","776","897"
"17.10.2023 18:00 - 17.10.2023 19:00","0","0","0","454","498","480","605","741","1014"
"17.10.2023 19:00 - 17.10.2023 20:00","0","0","0","449","488","477","648","781","1027"
"17.10.2023 20:00 - 17.10.2023 21:00","0","0","0","445","479","465","672","804","1003"
"17.10.2023 21:00 - 17.10.2023 22:00","0","0","0","422","461","462","634","775","1011"
"17.10.2023 22:00 - 17.10.2023 23:00","0","0","0","426","465","465","843","981","981"
"17.10.2023 23:00 - 18.10.2023 00:00","0","0","0","384","424","424","752","887","887"
"18.10.2023 00:00 - 18.10.2023 01:00","0","0","0","347","406","406","625","695","695"
"18.10.2023 01:00 - 18.10.2023 02:00","0","0","0","304","377","377","470","444","444"
"18.10.2023 02:00 - 18.10.2023 03:00","0","0","0","253","334","334","334","293","293"
"18.10.2023 03:00 - 18.10.2023 04:00","0","0","0","194","198","198","235","184","184"
"18.10.2023 04:00 - 18.10.2023 05:00","0","0","0","143","86","86","161","101","101"
"18.10.2023 05:00 - 18.10.2023 06:00","4","3","3","113","53","53","123","80","80"
"18.10.2023 06:00 - 18.10.2023 07:00","73","51","51","122","43","42","122","108","108"
"18.10.2023 07:00 - 18.10.2023 08:00","255","211","219","146","49","52","180","131","154"
"18.10.2023 08:00 - 18.10.2023 09:00","425","408","449","188","82","91","233","166","195"
"18.10.2023 09:00 - 18.10.2023 10:00","574","566","684","276","146","143","264","206","158"
"18.10.2023 10:00 - 18.10.2023 11:00","661","650","757","332","218","169","278","254","203"
"18.10.2023 11:00 - 18.10.2023 12:00","663","651","769","332","287","165","314","317","208"
"18.10.2023 12:00 - 18.10.2023 13:00","587","560","719","330","329","159","356","370","211"
"18.10.2023 13:00 - 18.10.2023 14:00","438","413","651","352","354","174","408","424","275"
"18.10.2023 14:00 - 18.10.2023 15:00","255","255","399","408","393","264","480","484","404"
"18.10.2023 15:00 - 18.10.2023 16:00","88","91","123","510","502","405","567","582","583"
